,review,rating
1193,Good products thanks. Thank you Flipkart.READ MORE,4
1194,This product  nice valu for moneyREAD MORE,5
1195,Waste quality any body don't buy waste of moneyREAD MORE,4
1196,"Super product, nice executiveREAD MORE",5
1198,Best in this price rangeREAD MORE,5
1199,"The product is good, but this one had a problem after 3 days of using. Some defect,can't use it anymoreREAD MORE",5
1200,Very useful product...you should buy for your kitchen...READ MORE,5
1201,It is uselessREAD MORE,4
1202,"Very nice product,sure bye itREAD MORE",5
1204,Good to useREAD MORE,5
1205,WorthyREAD MORE,4
1206,Very useful product.READ MORE,4
1207,Waste for moneyREAD MORE,4
1209,I'm very happy to book on Flipkart but wish there were more like thisREAD MORE,4
1210,Just wowREAD MORE,5
1213,The product is if poor quality as it doesn't work properlyREAD MORE,5
1214,Must have for every kitchenREAD MORE,5
1218,Super goodREAD MORE,4
1219,Perfect chopperREAD MORE,5
1220,Just ok not badREAD MORE,5
1222,Super 💓READ MORE,4
1224,SatisfiedREAD MORE,3
1227,DamagedREAD MORE,5
1228,Supeeerb must buy itREAD MORE,4
1229,"After refund, i receive a very nice product... Everything is very good and heavy material body... In comparison to other choppersREAD MORE",5
1230,Super but size was very smallREAD MORE,5
1237,It broke down in 2 3 daysREAD MORE,4
1239,Its not chopping properly. Only for fine chopping its good.READ MORE,5
1240,Its a perfect choice go for itREAD MORE,5
1241,"Value for money, worthy , quality blades easy to use,happy for this productREAD MORE",5
1243,It's very good product very easy to clean worth moneyREAD MORE,5
1244,Yes.. Truly it is value for money. I have been using this for the past 6 months. No complaints yet. Good condition. Blade is still fine.READ MORE,5
1245,"Worth it,READ MORE",5
1246,Very Very good product.READ MORE,5
1247,Good product very useful and easy to useREAD MORE,4
1249,Good Product .... very useful products... value of money....time and effort saving ..... I like it lot... Highly recommendingREAD MORE,5
1250,Bad quality waste of moneyREAD MORE,5
1251,A good quality product with easy kitchen useREAD MORE,4
1252,One of the best choppers I have used.READ MORE,5
1255,Easy to use👍READ MORE,5
1256,Nice productREAD MORE,3
1261,Nice product. Happy.READ MORE,5
1262,Nice product.very useful. Quality is goodREAD MORE,3
1263,Superb product...READ MORE,5
1264,It's a great productREAD MORE,5
1265,I love it value of money 4 blades with easy to cope onion etc etcREAD MORE,5
1266,Using from past 2 year only wants to say that this is the Best Chopper in the market 👍👍READ MORE,3
1268,Light use onlyREAD MORE,5
1270,Super and excellent and blades was very sharp and thanks flipkartREAD MORE,5
1271,Superb thank you Flipkart ❤️READ MORE,3
1272,Loving it.. it chops coconut also finely!READ MORE,5
1275,"Fantastic chopper , thanku FlipkartREAD MORE",4
1276,Nice product.READ MORE,4
1277,GOODREAD MORE,5
1278,Overal good performanceREAD MORE,5
1280,Good quality long time supportREAD MORE,3
1281,Smoth working nice productREAD MORE,5
1282,Bled problemREAD MORE,5
1285,Good for small quantity vegetable cuttingREAD MORE,3
1286,Super super 👏 super super super super 💪💪💪READ MORE,5
1287,Better than wonderchef. It is working.READ MORE,4
1290,"It works absolutely beautiful. It is fast, easy to handle, saves time. And as it's small and portable, I can easily carry this to anywhere. A good gadget I must sayREAD MORE",5
1291,It's easy to use.. My kitchen incomplete without itREAD MORE,5
1292,Wonder ful super sharp blades make our work easyREAD MORE,5
1293,Worth for money. Safe chopping is possible. Time saving ❤ this made y day happyREAD MORE,5
1294,Too goodREAD MORE,5
1297,Good. UsefulREAD MORE,5
1298,goodREAD MORE,5
1299,Cap and blade stand plastic is not best bt goodREAD MORE,4
1300,Very bad quality bladesREAD MORE,5
1301,Very gud product. Thanks flipkart for fast deliveryREAD MORE,5
1302,Very good product. Makes all easyREAD MORE,5
1303,Spr product from Butter flyREAD MORE,3
1304,AwesomeREAD MORE,4
1305,I am so happy 😊READ MORE,5
1306,Good one for chopping into small pieces however can't cut the vegetables in specified form..READ MORE,5
1307,It's easy to use...I loved itREAD MORE,4
1308,BetterREAD MORE,5
1311,It is good but grinder should be providedREAD MORE,5
1312,Super 👌READ MORE,5
1313,"Super quality, valve for money 👍🏻READ MORE",4
1314,It's better than most productREAD MORE,5
1316,ExcellentREAD MORE,3
1318,Really a good product for the price. Chopping became very eazy. Good quality blades sharp and hav to see the long life of the blades and the thread of the chopperREAD MORE,4
1319,Good product and worth it 🙂READ MORE,5
1322,This product is awesome....❤READ MORE,4
1325,numbar one productREAD MORE,4
1327,Wonderfully packedREAD MORE,5
1329,It's an time saving tool and it work efficientlyREAD MORE,5
1331,It's definitely good alternative if you don't know how to chop the vegetablesREAD MORE,3
1332,Blade quality very bad I am using two weeks after blade corrodedREAD MORE,5
1334,Very bad 👎READ MORE,5
1335,It's very useful go for itREAD MORE,3
1336,Good product.. Loved itREAD MORE,5
1337,This product must be have in kitchen. Because it is a very helpful product..READ MORE,5
1344,Good for this priceREAD MORE,5
1345,Wonderful product on the range ... highly recommendREAD MORE,4
1351,Just go for it.. value for money. Meets our expectations...READ MORE,5
1352,Was okayREAD MORE,5
1353,Blade is not hard. It is very soft. So cutting and chopping is not easy.READ MORE,5
1354,The product overall is good. But it would've been slightly better if blade quality was improved and a different set of blades were provided.READ MORE,5
1356,Nice product 👌READ MORE,3
1357,Super osm productsREAD MORE,5
1360,"Works fine, big onions are a task, have to cut them into small pieces and start.Good for salad making and sidedishes..READ MORE",5
1361,Gud productsREAD MORE,5
1362,Not useful for onionsREAD MORE,4
1364,6 months only I used then blade sharpless and rateing thread also not properly roteREAD MORE,4
1365,Very good product for best price.. satisfiedREAD MORE,5
1366,Super 💕READ MORE,4
1367,Very nice chopper really it does a easy workREAD MORE,5
1368,A good premium looking chopper which you can use regularly. A very nice productREAD MORE,4
1369,Very good chopper go for it I am loving itREAD MORE,4
1371,"Good product , very helpful.READ MORE",4
1372,👍 niceREAD MORE,5
1373,Bad product deliveredREAD MORE,5
1374,Very good product and HappyREAD MORE,5
1376,Awesome product 😇 I loved it 😍READ MORE,4
1378,"Super product, must buy itREAD MORE",5
1380,Ofcourse it's more than value for moneyREAD MORE,4
1381,Good device.Power of blade has scope to improve.READ MORE,5
1382,"I have been using this for months now, so far blade is working great. No sign of loosing sharpness. Only the issue is with top lid which surface started becoming sticky even after washing it out.READ MORE",5
1383,Just okREAD MORE,3
1384,Great product awesome experience with flipkart.READ MORE,5
1385,"Best quality, paisa vasol.READ MORE",5
1387,Superb product..i just liked itREAD MORE,4
1388,Ok ok.READ MORE,4
1391,Super chopperREAD MORE,5
1392,It's good love itREAD MORE,5
1394,Bad qualityREAD MORE,4
1395,1week only used then damage worst productREAD MORE,4
1397,Very sharp blade. User friendly.READ MORE,4
1398,Very bad Blade qualityREAD MORE,5
1399,good  product🥰READ MORE,3
1401,Chopper is good but it makes sound when in use May be this problem occurs only in my chopper.READ MORE,5
1402,Very good quality....easy to cut vegetables....loved it so much❤️READ MORE,5
1404,"Very nice product iam so happy tq flipkart,READ MORE",5
1405,Super product by FlipkartREAD MORE,5
1406,Wow excellent product 👍 beautifull strong product 👍READ MORE,5
1408,GOOD STEAL!READ MORE,5
1411,Good niceREAD MORE,5
1413,Nice protectREAD MORE,4
1414,Very good ...READ MORE,5
1415,Lovely product .....must busy ......easy to chop .....READ MORE,5
1416,"Solid build and looks Premium.Tip: pull hard at first and leave it slowly, do it in motion then you are fine. It will last longer than usual.Update, It started rusting a bit after three weeks of usage, but not stainless steel.READ MORE",4
1417,Good qwlityREAD MORE,5
1418,Good productsREAD MORE,5
1420,Good okREAD MORE,5
1427,Very nice 👍READ MORE,4
1429,"Very good stuff but need to be careful while cleaning. Otherwise, the hand can be cut.READ MORE",5
1430,"I am using this chopper since 2yrs it's amezing choper, I can chop carrot for making gajar ka halwa, this choper order for my sister's he also love thisREAD MORE",5
1432,Vvvvv goodREAD MORE,5
1435,Was delivered in time but it is not working properly.READ MORE,5
1436,Very nice 👍 good i am happyREAD MORE,5
1437,Use very carefully because plastic materialREAD MORE,5
1438,Product is very good  and usefulREAD MORE,5
1440,It's not workingREAD MORE,4
1442,"Nice, a usefull product, but it is little bit coastly.READ MORE",3
1444,Bad 😔READ MORE,5
1445,Good quality and worth for moneyREAD MORE,5
1446,Best quality product we can easy to use Go for itREAD MORE,5
1447,This product is absolutely amazing. Very easy to use and working perfectly  for the purpose it has been manufactured. Highly recommend to buy it. Fruitful use of money.READ MORE,3
1448,Overall good product for manual useREAD MORE,4
1450,"Good product,satisfiedREAD MORE",5
1454,Very best chopper but price small highREAD MORE,4
1458,Nice ProductREAD MORE,5
1459,It Is GoodREAD MORE,3
1461,Product is awesome bht delivery is to lateREAD MORE,3
1462,Thank u flipcart card for such a use full chopper its  design process supper 10 out of 10 it makes my work easy🥰❤️😘READ MORE,3
1463,Quality good 😊READ MORE,5
1465,Superb product ......pls buy thisREAD MORE,4
1467,Best.. 👍👍READ MORE,5
1468,Need more energy to chop veggies finely due to poor quality blade.. otherwise its okay with this price range..READ MORE,5
1469,Very very helpfulREAD MORE,5
1470,"Very useful, and efficient, build quality is better as compared to others .Just one thing will be noted.when we pick large size then we  not able to chop only single , small vegetables , it need couple of for chopping.READ MORE",4
1473,The product is really worth the price.It chopped all the vegetables within 10seconds.I'm really happy with this purchase.READ MORE,5
1474,Butterfly always provide best productREAD MORE,3
1477,Super quality and good services super flipkart thank youREAD MORE,4
1478,goodREAD MORE,3
1479,Awesome product 👍🥳🤗READ MORE,4
1480,Super product strong body best choiceREAD MORE,5
1484,Amazing product really goodREAD MORE,5
1486,Nice and bult quality is good The chopping of vegetables and fruits are goodREAD MORE,5
1488,Amazing ProductREAD MORE,4
1489,Good quality 👍READ MORE,5
1490,It will quite better if the blade shall be more sharp.READ MORE,5
1491,Item broke in 3 weeksREAD MORE,5
1493,Blades are not properly function. Due to the wideness of the jar blades are far apart from the veggiesREAD MORE,5
1497,1. Quality of plastic is very good.2.Blades quality is also good3. Design is very unique4. Delivered in days5. Packaging is goodWorth to buyREAD MORE,5
1499,Blades get rusty so you need to take care of it or else everything is fine with it......READ MORE,4
1502,Good quality materialREAD MORE,5
1504,It's not working after one use. It's completely useless and waste of money.READ MORE,5
1507,GOOD QUALITYREAD MORE,5
1508,Blades started rusting after few days.READ MORE,5
1509,It creates a noisy sound it's irritatingREAD MORE,5
1515,Product finishing excellentREAD MORE,5
1516,my wife love this product very much.READ MORE,5
1517,"So nice of this chopper, blade was so sharp when i use it first time small injury in my fingers.... superb value for moneyREAD MORE",5
1518,Nice to do easy work in kitchen 🙂READ MORE,5
1519,BestREAD MORE,3
1523,"Valuable product, low costREAD MORE",4
1524,OkkREAD MORE,5
1525,Very bestREAD MORE,5
1526,This product is so good not badREAD MORE,5
1527,Daily work made funREAD MORE,5
1528,OkREAD MORE,3
1529,Nice.....READ MORE,3
1532,"Only 30days warranty otherthan that Great product because even if it complaint we can use it to store snacks, cookies,sugar etc.READ MORE",5
1533,was goodREAD MORE,5
1534,Not working after some daysREAD MORE,3
1535,Not good product 🤢🤢READ MORE,5
1536,Nice Product 😊READ MORE,3
1540,That helps in different ways when we don't have power and ESC to do work.READ MORE,4
1541,Very nice 👌READ MORE,5
1544,It's avg productREAD MORE,5
1545,Need improvementREAD MORE,5
1546,Very useful product.I liked it very much..READ MORE,3
1550,Awesome productGood qualityI am happyREAD MORE,5
1551,Useless product..READ MORE,5
1552,Very nice .brand productREAD MORE,5
1554,Helpful 👍READ MORE,5
1556,Quality and design is superb..READ MORE,3
1558,Its now very simple to make kitchen works..this chops smoothly as per our need..awesome productREAD MORE,5
1561,Superbly butterfly production is very niceREAD MORE,4
1563,Wonder fullREAD MORE,5
1565,Thanku so muchREAD MORE,5
1566,Good  productREAD MORE,5
1567,Good product. Thanks Flipkart for the speed deliveryREAD MORE,4
1568,its okREAD MORE,4
1570,It's good to useREAD MORE,5
1572,Not workingREAD MORE,4
1573,Very easy toooo cutter simply high 😇READ MORE,5
1574,"Chopper is very nice❤️ease to use, good packaging, good quality 😍READ MORE",3
1578,"Very very bad quality.Better don't purchase it......I have used it only for two times to cut the onions,after that it got repaired...useless one...Better don't buy it...waste of money......READ MORE",5
1581,Nice product. Value for moneyREAD MORE,3
1584,It worked best for first 2-3 months. Then suddenly it stopped working. Samething happened with my mother and neighbour. So i don't recommend it to anyone.READ MORE,5
1587,Nice brand I'm using this product 6 month's without any problemREAD MORE,5
1589,Very good product and easy to useREAD MORE,5
1590,Very very badREAD MORE,5
1592,Heavy dutyREAD MORE,4
1593,Super superREAD MORE,3
1594,When content is more it is very difficult to move the bladesREAD MORE,5
1595,"Value for money, awesome productREAD MORE",5
1596,Great product..my mom loves it🥰READ MORE,5
1601,Super 👌excellentREAD MORE,4
1603,FabulousREAD MORE,5
1605,Excellent 👍READ MORE,4
1606,Super bestREAD MORE,5
1607,Very low qualityREAD MORE,5
1608,This product is so niceThe best thing is we can use this without electricityREAD MORE,5
1609,"After few months of using, it is not working anymore. The blades are just rotating without cutting the vegetables. Its quality is not at all good.READ MORE",4
1610,Best product for kitchen on daily basisREAD MORE,5
1611,Good to useREAD MORE,3
1612,100% useful itemREAD MORE,5
1613,Best productREAD MORE,4
1614,super 👍👌✌️..READ MORE,5
1615,Useful product for every kitchenREAD MORE,4
1616,nice productREAD MORE,4
1617,Premium feelREAD MORE,4
1619,Not satisfied 😔😔READ MORE,4
1620,superREAD MORE,3
1621,It's an average productREAD MORE,3
1622,Blade quality is not goodREAD MORE,3
1623,Not worth for money. Totally used this product for 5 to 6 times. Got broken in a month.READ MORE,5
1624,excellentREAD MORE,4
1626,Just go for it without any doubt.Size is perfect and handy for use. Good size as compared to pegion at this price.READ MORE,4
1627,I like onion roastREAD MORE,5
1629,Very good product 👌READ MORE,5
1631,Product is  broken quicklyREAD MORE,4
1634,Very UsefulREAD MORE,4
1635,Product goodREAD MORE,5
1636,Super quality... Thank you flipkart...✨️✨️READ MORE,5
1637,Good for moderate use.READ MORE,5
1638,My mom loves it !!READ MORE,5
1639,Product is goodREAD MORE,4
1640,Awesome quality and big in size...must buy.... definitelyREAD MORE,4
1641,This is soo good at this price ..Go for it.Value for money 💰READ MORE,4
1644,The product I received broke into pieces in just one wk... I brought 3 vegetable cutters from flipkart and 3 of them failed. Searching for vegetable cutter was a complete waste of time.... Very much disappointed flipkart .READ MORE,4
1645,Very nice product very easy to useREAD MORE,5
1646,Not easy method because we cut all the vegitable small pieces then put in to chopper  then only it will work.not suitable for all vegitable.onion can chop  .other vegitable not suitable for itREAD MORE,4
1647,"I'm using it really 2months the quality is  good, easy to use... Value for money.. I'm satisfiedREAD MORE",5
1648,Superb one👍🏻👍🏻READ MORE,5
1649,GreatREAD MORE,3
1651,Good but top is little  bit  looseREAD MORE,5
1653,"Really simple and Super, Worth to buyREAD MORE",5
1655,Nice product easy to useREAD MORE,3
1659,I am very happy to use is chopperGreat productREAD MORE,5
1660,No effort to handle.. very worth.. maintains brand nameREAD MORE,3
1662,Blade was really goodREAD MORE,5
1665,MediumREAD MORE,5
1670,Really good no need to think just order it and simply your kitchen workREAD MORE,5
1672,Blade is not sharpnessREAD MORE,5
1673,Excellent productREAD MORE,4
1675,All fine  and good.ThanksREAD MORE,4
1676,Nice ❤️READ MORE,3
1680,It's too good 😊READ MORE,4
1681,Simply a nice productREAD MORE,5
1683,Good product easy to useREAD MORE,5
1684,Very bad experience. Damaged after one month.READ MORE,3
1685,Quality is good thank you FlipkartREAD MORE,5
1687,I order this for my aunt and she really loved it . It's easy for use and the blades are really sharp.Thankyou Flipkart for providing at this reasonable price. It really worth money.READ MORE,5
1688,Excellent product with low priceREAD MORE,3
1689,FantasticREAD MORE,4
1692,Worth this money good productREAD MORE,4
1694,This is not powerful...Needs many strokesREAD MORE,5
1697,Gr8!READ MORE,5
1698,Not buyREAD MORE,4
1699,Very Good ..Go for it🤗READ MORE,5
1700,Product is very good and my family very happy thank you very much filipkartREAD MORE,5
1702,Very nice product for RasoiREAD MORE,3
1704,It's very good ..Very good to look at :..I don't have the memory to appreciate it.... Thanks Flipkart ☺️😊READ MORE,5
1708,Useless product.. Don't buy thisREAD MORE,4
1711,Awesome grinding 🙂READ MORE,5
1715,"Super product,easy to useREAD MORE",5
1716,Not even chop a tomoto properlyREAD MORE,5
1717,Good go for it 👌READ MORE,4
1718,"Good product , same as imageREAD MORE",4
1719,Superb awesome productREAD MORE,4
1720,I love this productREAD MORE,5
1722,Very good product thank you Flipkart thank you sailor good deliveryREAD MORE,5
1724,Very nice 👍🏻READ MORE,5
1725,The product stopped working for us in 2 months. And the  blade quality is not that good...doesnt chop wellREAD MORE,5
1726,Share after using a lot... Good product. ..chopps onions tomato etc easily.. Fine chopping.. Go for it..READ MORE,5
1727,Nice..... Must buyREAD MORE,4
1728,Very fast work usefulREAD MORE,5
1729,Chopper head was repaired with in three monthsREAD MORE,5
1730,WasteREAD MORE,5
1732,Nice look and sharp blades go for 90oml that's value for money.READ MORE,5
1733,Not satisfied with the quality in comparison to the price as similar quality products are available in very less cost.READ MORE,5
1734,Amazing Product!!READ MORE,3
1735,Go for itREAD MORE,3
1738,Best quality ❤️READ MORE,4
1739,Amazing superREAD MORE,5
1740,Excellent mind blowing fantastic awesome 👌🏻👌🏻👌🏻READ MORE,5
1742,Design and everything is nice but I don't think the blades are doing their work correctly I feel that vegetables are not getting chopped evenlyREAD MORE,4
1744,"Not so good ,not as expected..blade quality is too poor .....not  chopping fine even after trying to 20 times...READ MORE",4
1746,Very good ..excellent product must buyREAD MORE,4
1747,Thread get stucks sometimesREAD MORE,4
1748,Best 👍READ MORE,5
1749,So small in sizeREAD MORE,4
1750,Good product✌️READ MORE,5
1751,Super product. Must buyREAD MORE,5
1752,Not batREAD MORE,5
1753,Nice 👍READ MORE,5
1755,Nice product 😌READ MORE,5
1756,Wonderful product 💯💯💯READ MORE,3
1757,Good product 👌👌👌❤️READ MORE,4
1758,Must buy in cutterREAD MORE,4
1759,It is very difficult to cut vegetables. First we need to cut vegetables into small pieces then only we can cut it with this chopperREAD MORE,4
1760,Decent product...READ MORE,5
1761,Blade and fiber glass is good but.... upper pat of jar is not good they manufactured by plastic then pull thread line mark in on jar cap then use 2 month fully break capREAD MORE,4
1764,Nice for mother'sREAD MORE,5
1765,It is very good product you should buy thisREAD MORE,5
1766,"The best vegetable chopper in the market, period.READ MORE",5
1768,Waste moneyREAD MORE,5
1769,Best quality and best product for time savingREAD MORE,5
1770,Very good n cost effective. Sharp blades n much needed one in kitchenREAD MORE,3
1771,Not upto mark according to price sometimes it stucks..... I bought same product before but this is not that much worthREAD MORE,4
1772,Useful. But need more smaller pieces faster.READ MORE,5
1775,Very gd copperREAD MORE,5
1777,Good for kitchen helpfullREAD MORE,3
1778,Good experience recommended to anyoneREAD MORE,4
1779,Must buyREAD MORE,3
1781,"Super,, its very use full ❣️❣️❣️READ MORE",3
1786,BeautifulREAD MORE,4
1788,The product was goodREAD MORE,5
1789,👍👍Very good productREAD MORE,5
1790,We can't chop vegetables unless we cut them into very small pieces.. it's not strong enough to chop if we put medium slices of vegetables and blades may cut off if we force..READ MORE,5
1791,It's not working properlyREAD MORE,4
1792,Very nice. Go for itREAD MORE,4
1793,Very sharp blade and easy to use 👍👍READ MORE,4
1796,Great buyREAD MORE,5
1798,"I ordered 1 month back, I added carrot once and it was hard to cut into pieces. Later then, it did not work for any vegetables, as it stopped rotating and while pulling thread hard, only the top used to rotate but not bottom .It is good to use for soft veggies like onion,cabbage, leafy veggies...but avoid using hard vegetable like carrot beetroot...READ MORE",5
1799,V nice look and easy to use ..go for itREAD MORE,4
1800,Bahut  best  Quality product HiREAD MORE,4
1801,Good Quality itemREAD MORE,4
1804,Nice product. Already I was used one productnot good. Now I bought from flipcart. Superb🌺READ MORE,5
1805,Nice workingREAD MORE,3
1806,"Good ...very nice, very useful for kitchen..Easy to smash onion , tomato, chillies..ect.,.. saving time... good comparitive other products,READ MORE",3
1807,Waste of money. Bad product. Vegetables are not cut properly.READ MORE,3
1810,good oneREAD MORE,5
1815,It's a must buy product.. Easy to use.. Satisfied ❤️😍READ MORE,3
1816,Supprbb product.. Every kitchen must have this.. It's really a blessing for all the people especially who are in a hurry to go to work.. Excellent quality.. 2min processing time.. Really good.. No doubt go for it.. Review After the usage of 1 mnthREAD MORE,4
1818,Really really usefulREAD MORE,5
1819,Looks quite good...READ MORE,4
1820,"It's a very good product, very comfortable to useREAD MORE",5
1822,I am reviewing this item after one year of use and  it is still working excellently.....I would say go for itits worth for money....READ MORE,5
1823,Worst product I have ever seen.READ MORE,3
1828,Worst vegitable cutterREAD MORE,4
1829,blade not working properly. no sharpREAD MORE,5
1830,Bad experienceREAD MORE,5
1831,Very bad blades. Stainless steel is rusting.READ MORE,4
1832,For chopping it's goodREAD MORE,4
1834,Ok but not long timeREAD MORE,5
1835,Nice product thanks FlipkartREAD MORE,5
1836,It's not working very bad product not buy this time waste 😔 waste of money don't believeREAD MORE,4
1837,Nice product 👍👍👍👍READ MORE,5
1838,It is nice and easy to cut vegetable and good looking one.READ MORE,4
1839,Nice product easy way to choppingREAD MORE,3
1841,"goodmaterial,prompt supply,keep it up.READ MORE",4
1842,"Useful product,easy to use and value for money..Compared to other products.. at least with this quality.... really satisfied.READ MORE",5
1843,very use fullREAD MORE,5
1844,Wasteage of  moneny do not buyREAD MORE,5
1847,Small in sizeREAD MORE,4
1848,Nise productREAD MORE,5
1850,Nice prodectREAD MORE,4
1851,Best delivery and thank you for delivery this product and I like delivery brother thank you so much bro.....READ MORE,4
1854,"0.9L Size is too large, due to this cutter speed is affected and running slowREAD MORE",5
1855,Very nice and good work 😊READ MORE,5
1856,Great productREAD MORE,4
1858,"Very poor  product, don't buy this brand.READ MORE",5
1859,"Don't buy,  it's a  waste of money... From the first day Try to use ⚙️ slips... Makes noise...READ MORE",4
1860,Not working. Waste of moneyREAD MORE,5
1861,Chops more than 2 onions easily looking good and chops fineREAD MORE,5
1862,"The quality of the vegetable chopper's (900 ml) and (600 ml) are good. Comparison with other similar products:(1) 'Square/rectangular design': Offers stable functioning and gives more control.(2) The blades are attached to the stem 'without' using screws, usually screws will rust after couple of months.(3) The botton portion contains 'rubber padding', it provides more grip.I purchased 600 ml for 149/- Rs and 900 ml for 199/- Rs. It was a fair deal.READ MORE",5
1863,Good product 👍READ MORE,5
1864,Very bad not usefulREAD MORE,5
1865,Blade is not even sharp.READ MORE,5
1866,Very cheap😞READ MORE,5
1868,Good workingREAD MORE,4
1870,Very gud item I like itREAD MORE,4
1871,Nice and very sharpREAD MORE,5
1872,Please improve blade qualityREAD MORE,5
1873,Super...niceREAD MORE,4
1874,Great product for beginners who just had started cookingREAD MORE,5
1875,Worth for moneyREAD MORE,4
1878,Excellent and very useful productREAD MORE,4
1880,Very nice productREAD MORE,4
1881,This is very first time I'm purchasing this type of chopping product if I talk about build quality it is top notch looks are very minimal and classy blades quality and sharpness is also very good but the main problem is the rope which is attached to the cap rope quality seems fine but the golden colour ring given to that point from where the rope goes inside out of the cap brushes the rope which leads to tearup the rope is big downside of this product please don't buy this product.READ MORE,5
1882,Blade quality not good normal not sharp.READ MORE,5
1885,Very good 👍READ MORE,5
1888,Utterly disappointed with the product. I think the blade is tin( paatta) which rote with in two days and slices vegetables like an axo blade. Axo blade is better. 😖😖🥵READ MORE,5
1894,"The size of chopper is quite small, had tried first with cabbage but it wasn't working well. First chopping had to be done with knife and then only it works to make it fine.READ MORE",5
1895,Very good productFor this priceREAD MORE,3
1896,It is nice product .eshe use karna but easy hai.i love it.thank youREAD MORE,4
1898,GoidREAD MORE,5
1899,Don't buy inside Spring damage in few days.Waste of Money product don't not work properly. Rotation Spring quality is very bad.READ MORE,5
1901,Very bad it’s not work properly the blade was not goodREAD MORE,4
1902,Great productREAD MORE,5
1903,Cutting is not proper..okay okay productREAD MORE,5
1904,Blade's are not sharpenedREAD MORE,4
1907,Just wow product ....easy to use..fine quality...best chopper everREAD MORE,5
1908,Good product... Worth for money... Must buy...READ MORE,4
1909,Good Product......nice QualityREAD MORE,4
1914,Very nice 👌 👍 👏READ MORE,5
1915,BeautifulREAD MORE,5
1916,Excellent quality.very easy to handle. Easy to operate.READ MORE,5
1917,It was nice but it can be use only some times only..READ MORE,5
1918,Its realy ossam...cutter jarREAD MORE,5
1920,Not usefulREAD MORE,5
1921,Not good.. please donot buy thisREAD MORE,5
1922,Very nice product 👍👍READ MORE,4
1924,It's okayREAD MORE,5
1925,Very nice product 👍 and best quality and best price 😊          # Thanks Flipkart service patner ☺️READ MORE,4
1926,"Nice to have at home, not used much.Will update later.For the time being it feels worth the money spent (I bought at offer time)READ MORE",3
1927,Good product.. Recommended to buy..READ MORE,5
1928,Its a worest product..blade quality is not goodREAD MORE,5
1929,Really Very nice product thanku flipkartREAD MORE,4
1930,Its blade is not Sharp. No uesREAD MORE,5
1932,V goodREAD MORE,5
1934,Received poor quality productREAD MORE,5
1935,Malfunctioned just after 2 monthsREAD MORE,5
1937,Overall a great product at 250 blades are super sharp and is made up of high quality plastic Butterfly is doing great at making quality productsREAD MORE,5
1939,Verry bad product blaid very poor qualityPlease refund money 🙏🙏READ MORE,4
1941,NycREAD MORE,5
1942,For easy kitchen useREAD MORE,5
1945,TqREAD MORE,5
1947,Blades are not enough sharp ...READ MORE,4
1948,ExlentREAD MORE,4
1949,Good workREAD MORE,3
1950,Does the job! The blades are sharp- need to see how long the blades last.READ MORE,5
1951,UsefulREAD MORE,5
1952,Yeah it's good but take little bit time to cut the vegetablesREAD MORE,4
1953,Waste of moneyREAD MORE,3
1958,Poor product from Butterfly. First we got a defective product. Then after return also quality wise this product is not satisfied. Blade is too bad. Jar and design is good. But performance is pathetic. Takes more time as compared to other chopper's. Never suggest this product to anyone.READ MORE,4
1960,Works only for a week.READ MORE,5
1961,Thank you flipkartREAD MORE,5
1962,Value of moneyREAD MORE,4
1964,Spindle has stopped moving with 2 months.READ MORE,5
1965,super product.READ MORE,4
1966,"Niz prdct, easy to use.READ MORE",4
1967,Nice..  It's Quality sooper from low priceREAD MORE,5
1969,Best for working women'sREAD MORE,5
1971,Good quality best priceREAD MORE,5
1972,Best product for cutting vegetables in small pieces. You have to cut vegetables into few piece  before put inside the chopper.READ MORE,4
1974,Blade rotating spring system is complaint. It is working only 3 months.READ MORE,5
1976,It's good one nice...READ MORE,5
1978,Nice jar quick cutting machineREAD MORE,4
1979,Superb design along with proper finishing and adjustable blade fitting is awesome. Working fine than any other children chopper.READ MORE,5
1982,Fantastic product. Value of moneyREAD MORE,5
1983,Blade not sharpREAD MORE,4
1984,Very nice and smartREAD MORE,5
1986,Its a average productREAD MORE,5
1987,Super.....READ MORE,3
1988,Loved it 😊😂READ MORE,3
1989,First i got damaged product then on 2nd day it has been replaced by flipkart... the product i got is very good.READ MORE,5
1990,Very good product... And Value for money productREAD MORE,5
1991,BrilliantREAD MORE,4
1994,Good and robustREAD MORE,5
1995,Good product. Easy to useREAD MORE,4
1996,Beri nice and works wellREAD MORE,5
1997,ExcelentREAD MORE,5
1998,Blades got in rusted form...not working...don't buy this product..READ MORE,5
2000,Very useful product 😃😃READ MORE,5
2001,"Spintop got jammed and damaged within 2 months, had to throw away the product.READ MORE",3
2002,Good and very useful product 👍READ MORE,5
2003,With in one week brokenREAD MORE,5
2004,Quality super 👍READ MORE,4
2005,Wow super niceREAD MORE,4
2007,Love this product..very helpful..READ MORE,4
2008,Super Product 🥰🥰READ MORE,5
2010,Quality ok but not so sharpREAD MORE,4
2012,Nice chopper only this brand is goodREAD MORE,3
2013,Nice 😌 productREAD MORE,4
2014,Not as much expected.not cutting the vegitables properly.just weste of money.READ MORE,5
2015,it's not working..I purchased because of the high rating that I have seen ... please don't cheat the customers like this...READ MORE,4
2017,Amazing. I suggest every one. Go ahead. Value for money...READ MORE,5
2018,Working very badREAD MORE,4
2020,Very useful productREAD MORE,3
2021,Supper productREAD MORE,5
